Year,Month,Day,Transect length,Sample,Time,Small Insects,Large insects,Column,Total Insects,Proportion large insects,Wind,Cloud cover,Precipitation,Temperature
2012,5,-11,"1,2",1,"9,5",0,0,0,0,0,3,8,1,"23,00"
2012,5,-10,"1,2",1,"13,67",3,0,3,3,0,4,0,0,"22,00"
2012,5,-10,"1,2",1,10,1,0,1,1,0,1,8,1,"25,00"
2012,5,-9,"1,2",1,"10,25",3,0,3,3,0,4,0,0,"23,00"
2012,5,-9,"1,2",2,16,3,0,3,3,0,2,1,0,"24,00"
2012,5,-9,"1,2",1,14,3,0,3,3,0,3,8,1,"24,00"
2012,6,6,"1,2",1,7,0,0,0,0,0,2,8,1,"10,00"
2012,6,6,"1,2",2,12,1,0,1,1,0,4,8,1,"11,00"
2012,6,7,"1,2",1,8,0,0,0,0,0,2,8,1,"13,00"
2012,6,7,"1,2",2,12,0,0,0,0,0,4,8,1,"15,00"
2012,6,10,"1,2",1,8,0,0,0,0,0,2,8,1,"11,00"
2012,6,13,"1,2",1,12,1,0,1,1,0,5,8,1,"13,00"
2012,6,14,"1,2",1,8,0,0,0,0,0,4,2,0,"12,00"
2012,6,14,"1,2",2,15,1,0,1,1,0,3,6,0,"16,00"
2012,6,15,"1,2",2,"14,5",0,0,0,0,0,3,7,0,"19,00"
2012,6,15,"1,2",1,7,1,0,1,1,0,5,8,1,"13,00"
2012,6,16,"1,2",1,7,0,0,0,0,0,2,1,0,"13,00"
2012,6,16,"1,2",2,15,0,0,0,0,0,5,8,1,"17,00"
2012,6,17,"1,2",1,13,1,0,1,1,0,1,8,1,"18,00"
2012,6,18,"1,2",1,7,0,0,0,0,0,2,2,0,"11,00"
2012,6,19,"1,2",1,"6,5",1,0,1,1,0,0,0,0,"11,00"
2012,6,24,"1,2",1,"8,5",0,0,0,0,0,2,8,1,"12,00"
2012,6,25,"1,2",1,7,0,0,0,0,0,2,0,0,"7,00"
2012,6,25,"1,2",2,12,0,0,0,0,0,3,0,0,"12,00"
2012,6,26,"1,2",1,7,0,0,0,0,0,1,3,0,"13,00"
2012,6,27,"1,2",1,16,2,0,2,2,0,2,8,1,"20,00"
2012,6,29,"1,2",1,7,0,0,0,0,0,2,0,0,"14,00"
2012,7,32,"1,2",1,"12,5",2,0,2,2,0,3,8,1,"16,00"
2012,7,33,"1,2",1,"6,5",0,0,0,0,0,0,0,0,"13,00"
2012,7,33,"1,2",2,"10,5",0,0,0,0,0,2,7,0,"19,00"
2012,7,33,"1,2",3,15,1,0,1,1,0,3,7,0,"15,00"
2012,7,34,"1,2",2,12,2,0,2,2,0,2,1,0,"22,00"
2012,7,34,"1,2",3,14,1,0,1,1,0,2,1,0,"23,00"
2012,7,34,"1,2",1,7,0,0,0,0,0,2,8,1,"16,00"
2012,7,35,"1,2",1,7,2,0,2,2,0,0,0,0,"16,00"
2012,7,35,"1,2",2,"9,25",2,0,2,2,0,2,6,0,"21,00"
2012,8,72,"1,2",1,10,3,0,3,3,0,1,3,0,"18,00"
2012,8,72,"1,2",2,"11,5",2,0,2,2,0,1,5,0,"18,00"
2012,8,72,"1,2",3,13,2,0,2,2,0,1,6,0,"18,00"
2012,8,78,"1,2",2,"13,5",2,0,2,2,0,3,8,1,"21,00"
2012,8,86,"1,2",3,13,3,0,3,3,0,3,8,1,"19,00"
2012,8,86,"1,2",2,14,2,0,2,2,0,3,8,1,"20,00"
2013,6,4,"1,2",1,8,0,0,0,0,0,2,0,0,"10,00"
2013,6,4,"1,2",2,"13,25",2,0,2,2,0,4,0,0,"20,00"
2013,6,4,"1,2",3,"13,67",1,0,1,1,0,4,1,0,"20,00"
2013,6,5,"1,2",1,9,0,0,0,0,0,4,4,0,"15,00"
2013,6,5,"1,2",2,"10,33",0,0,0,0,0,4,5,0,"15,00"
2013,6,6,"1,2",1,"11,75",3,0,3,3,0,2,0,0,"18,00"
2013,6,7,"1,2",1,"11,25",1,0,1,1,0,3,4,0,"17,00"
2013,6,7,"1,2",2,"12,5",2,0,2,2,0,4,6,0,"18,00"
2013,6,8,"1,2",1,"14,75",1,0,1,1,0,3,1,0,"20,00"
2013,6,9,"1,2",1,"8,25",0,0,0,0,0,3,0,0,"15,00"
2013,6,9,"1,2",2,10,1,0,1,1,0,3,3,0,"16,00"
2013,6,9,"1,2",3,"10,75",0,0,0,0,0,3,3,0,"17,00"
2013,6,10,"1,2",1,"8,75",0,0,0,0,0,3,0,0,"14,00"
2013,6,11,"1,2",1,"7,75",0,0,0,0,0,2,7,0,"12,00"
2013,6,11,"1,2",2,"7,75",0,0,0,0,0,2,7,0,"12,00"
2013,6,11,"1,2",3,13,2,0,2,2,0,2,8,1,"20,00"
2013,6,12,"1,2",1,"13,5",1,0,1,1,0,3,8,1,"18,00"
2013,6,13,"1,2",1,13,0,0,0,0,0,4,8,1,"17,00"
2013,6,14,"1,2",1,"7,75",0,0,0,0,0,3,8,1,"14,00"
2013,6,15,"1,2",1,"7,5",0,0,0,0,0,3,8,1,"14,00"
2013,6,16,"1,2",1,"7,75",0,0,0,0,0,4,5,0,"13,00"
2013,6,17,"1,2",1,"13,5",1,0,1,1,0,2,0,0,"19,00"
2013,6,18,"1,2",1,"7,5",0,0,0,0,0,3,8,1,"15,00"
2013,6,19,"1,2",1,"13,5",0,0,0,0,0,4,8,1,"19,00"
2013,6,20,"1,2",1,9,0,0,0,0,0,2,0,0,"18,00"
2013,6,20,"1,2",2,"14,5",4,0,4,4,0,0,8,1,"25,00"
2013,6,21,"1,2",1,"7,75",1,0,1,1,0,0,8,1,"15,00"
2013,6,22,"1,2",1,"7,5",0,0,0,0,0,5,8,1,"14,00"
2013,6,22,"1,2",2,9,1,0,1,1,0,5,8,1,"16,00"
2013,6,23,"1,2",1,"13,5",1,0,1,1,0,2,8,1,"18,00"
2013,6,24,"1,2",1,8,0,0,0,0,0,2,7,0,"17,00"
2013,6,25,"1,2",1,10,0,0,0,0,0,3,8,1,"15,00"
2013,6,26,"1,2",1,"7,75",0,0,0,0,0,2,8,1,"15,00"
2013,6,27,"1,2",1,"10,75",0,0,0,0,0,2,8,1,"15,00"
2013,6,28,"1,2",1,"11,75",0,0,0,0,0,3,8,1,"15,00"
2013,6,28,"1,2",2,"14,45",0,0,0,0,0,3,8,1,"15,00"
2013,6,28,"1,2",3,"7,75",0,0,0,0,0,3,8,1,"15,00"
2013,6,29,"1,2",1,8,0,0,0,0,0,1,8,1,"14,00"
2013,6,30,"1,2",1,"9,25",1,0,1,1,0,5,8,1,"12,00"
2013,6,30,"1,2",2,"10,75",0,0,0,0,0,5,8,1,"12,00"
2013,6,30,"1,2",3,9,2,0,2,2,0,5,8,1,"14,00"
2013,7,31,"1,2",1,11,1,0,1,1,0,1,8,1,"13,00"
2013,7,31,"1,2",2,8,2,0,2,2,0,3,8,1,"14,00"
2013,7,32,"1,2",1,12,0,0,0,0,0,3,8,1,"12,00"
2013,7,33,"1,2",1,10,1,0,1,1,0,5,8,1,"13,00"
2013,7,34,"1,2",1,"9,67",0,0,0,0,0,1,8,1,"15,00"
2013,7,35,"1,2",3,"7,5",2,0,2,2,0,4,0,0,"20,00"
2013,7,35,"1,2",1,"10,5",1,0,1,1,0,3,5,0,"18,00"
2013,7,35,"1,2",2,14,0,0,0,0,0,3,5,0,"18,00"
2013,7,36,"1,2",2,"12,5",2,0,2,2,0,3,0,0,"22,00"
2013,7,36,"1,2",1,"14,67",0,0,0,0,0,2,1,0,"17,00"
2013,7,37,"1,2",1,"13,5",2,0,2,2,0,4,0,0,"22,00"
2013,7,37,"1,2",2,"13,5",2,0,2,2,0,4,0,0,"22,00"
2013,8,70,"1,2",1,13,2,0,2,2,0,3,8,1,"22,00"
2013,8,70,"1,2",2,14,4,0,4,4,0,3,8,1,"21,00"
2013,8,77,"1,2",1,"11,75",0,0,0,0,0,2,6,0,"19,00"
2013,8,77,"1,2",2,"13,33",2,0,2,2,0,2,6,0,"21,00"
2013,8,84,"1,2",2,12,3,0,3,3,0,2,6,0,"23,00"
2013,8,84,"1,2",1,"11,25",5,0,5,5,0,2,8,1,"20,00"
2013,8,85,"1,2",1,"10,5",2,0,2,2,0,3,2,0,"20,00"
2013,8,85,"1,2",2,"10,5",1,0,1,1,0,3,2,0,"20,00"
2013,8,86,"1,2",1,"13,5",3,0,3,3,0,3,7,0,"23,00"
2013,8,86,"1,2",2,14,1,0,1,1,0,3,7,0,"23,00"
2014,5,-9,"1,2",2,"8,6",0,0,0,0,0,0,0,0,"20,00"
2014,5,-9,"1,2",3,"11,25",6,0,6,6,0,0,0,0,"25,00"
2014,5,-9,"1,2",1,"8,5",2,0,2,2,0,4,5,0,"20,00"
2014,5,-8,"1,2",1,"12,25",1,0,1,1,0,1,8,1,"20,00"
2014,5,-7,"1,2",2,9,0,0,0,0,0,4,2,0,"19,00"
2014,5,-7,"1,2",3,"9,75",0,0,0,0,0,4,2,0,"20,00"
2014,5,-7,"1,2",1,8,0,0,0,0,0,4,6,0,"18,00"
2014,5,-6,"1,2",4,10,1,0,1,1,0,3,6,0,"18,00"
2014,5,-6,"1,2",3,9,1,0,1,1,0,3,7,0,"17,00"
2014,5,-6,"1,2",1,"8,25",1,0,1,1,0,3,8,1,"15,00"
2014,5,-6,"1,2",2,"8,45",0,0,0,0,0,3,8,1,"17,00"
2014,5,-5,"1,2",3,"10,75",1,0,1,1,0,3,4,0,"17,00"
2014,5,-5,"1,2",1,8,2,0,2,2,0,3,8,1,"15,00"
2014,5,-5,"1,2",2,9,0,0,0,0,0,3,8,1,"15,00"
2014,5,-4,"1,2",1,"8,25",0,0,0,0,0,5,1,0,"10,00"
2014,5,-4,"1,2",1,8,0,0,0,0,0,3,4,0,"15,00"
2014,5,-4,"1,2",2,"8,75",0,0,0,0,0,3,4,0,"15,00"
2014,5,-3,"1,2",2,"9,25",0,0,0,0,0,3,0,0,"12,00"
2014,5,-3,"1,2",3,10,0,0,0,0,0,3,0,0,"13,00"
2014,5,-3,"1,2",4,"10,75",1,0,1,1,0,4,0,0,"15,00"
2014,5,-2,"1,2",1,8,1,0,1,1,0,2,2,0,"15,00"
2014,5,-1,"1,2",2,"8,25",0,0,0,0,0,2,2,0,"15,00"
2014,5,-1,"1,2",3,"10,5",0,0,0,0,0,2,2,0,"18,00"
2014,5,-1,"1,2",4,"12,25",2,0,2,2,0,2,2,0,"20,00"
2014,5,0,"1,2",1,"8,25",0,0,0,0,0,3,8,1,"15,00"
2014,5,0,"1,2",2,"10,75",0,0,0,0,0,3,8,1,"18,00"
2014,5,0,"1,2",3,13,2,0,2,2,0,3,8,1,"22,00"
2014,6,9,"1,2",4,"14,67",2,0,2,2,0,3,0,0,"23,00"
2014,6,9,"1,2",1,"8,25",1,0,1,1,0,3,1,0,"18,00"
2014,6,9,"1,2",2,"8,75",2,0,2,2,0,3,1,0,"18,00"
2014,6,9,"1,2",3,"9,5",2,0,2,2,0,3,1,0,"18,00"
2014,6,10,"1,2",3,"13,75",0,0,0,0,0,3,3,0,"24,00"
2014,6,10,"1,2",1,8,2,0,2,2,0,2,7,0,"18,00"
2014,6,10,"1,2",2,"11,5",1,0,1,1,0,3,7,0,"22,00"
2014,6,11,"1,2",2,"13,75",2,0,2,2,0,2,7,0,"22,00"
2014,6,11,"1,2",1,8,0,0,0,0,0,2,8,1,"18,00"
2014,6,12,"1,2",1,"8,25",0,0,0,0,0,3,1,0,"17,00"
2014,6,13,"1,2",1,8,0,0,0,0,0,3,7,0,"15,00"
2014,6,14,"1,2",1,"8,25",0,0,0,0,0,3,2,0,"19,00"
2014,6,14,"1,2",2,12,2,0,2,2,0,3,3,0,"19,00"
2014,6,15,"1,2",1,8,1,0,1,1,0,3,1,0,"16,00"
2014,6,15,"1,2",2,13,1,0,1,1,0,3,2,0,"21,00"
2014,6,16,"1,2",1,"8,75",0,0,0,0,0,1,8,1,"16,00"
2014,6,17,"1,2",1,14,1,0,1,1,0,2,8,1,"22,00"
2014,6,18,"1,2",1,"7,75",0,0,0,0,0,1,0,0,"15,00"
2014,6,18,"1,2",2,"13,25",1,0,1,1,0,2,0,0,"23,00"
2014,6,19,"1,2",1,"7,75",0,0,0,0,0,6,5,0,"15,00"
2014,6,19,"1,2",2,"9,25",2,0,2,2,0,6,7,0,"16,00"
2014,6,20,"1,2",1,"10,5",2,0,2,2,0,2,6,0,"17,00"
2014,6,22,"1,2",1,"7,75",1,0,1,1,0,2,1,0,"16,00"
2014,6,22,"1,2",2,"12,75",0,0,0,0,0,2,1,0,"19,00"
2014,6,23,"1,2",3,"12,5",0,0,0,0,0,2,5,0,"19,00"
2014,6,23,"1,2",1,"7,75",1,0,1,1,0,2,6,0,"13,00"
2014,6,23,"1,2",2,"10,75",1,0,1,1,0,2,8,1,"17,00"
2014,6,24,"1,2",2,"14,25",0,0,0,0,0,2,6,0,"18,00"
2014,6,24,"1,2",1,"8,75",1,0,1,1,0,2,7,0,"14,00"
2014,6,25,"1,2",1,8,0,0,0,0,0,2,0,0,"15,00"
2014,6,25,"1,2",2,"14,9",0,0,0,0,0,2,6,0,"17,00"
2014,6,26,"1,2",1,"7,75",0,0,0,0,0,2,1,0,"15,00"
2014,6,26,"1,2",2,"8,5",1,0,1,1,0,2,1,0,"16,00"
2014,6,26,"1,2",3,12,0,0,0,0,0,2,1,0,"17,00"
2014,6,26,"1,2",4,"13,75",1,0,1,1,0,2,1,0,"19,00"
2014,6,27,"1,2",1,7,0,0,0,0,0,2,8,1,"13,00"
2014,6,27,"1,2",2,"14,75",1,0,1,1,0,1,8,1,"19,00"
2014,6,29,"1,2",1,8,0,0,0,0,0,2,8,1,"14,00"
2014,6,30,"1,2",1,"7,75",0,0,0,0,0,2,1,0,"15,00"
2014,6,30,"1,2",2,"13,25",3,0,3,3,0,2,3,0,"19,00"
2014,7,31,"1,2",1,8,0,0,0,0,0,2,8,1,"16,00"
2014,7,32,"1,2",1,8,2,0,2,2,0,1,2,0,"14,00"
2014,7,32,"1,2",2,"11,75",1,0,1,1,0,1,5,0,"20,00"
2014,7,32,"1,2",3,"13,5",1,0,1,1,0,3,6,0,"21,00"
2014,7,33,"1,2",1,"8,5",0,0,0,0,0,3,8,1,"15,00"
2014,7,34,"1,2",2,"14,25",1,0,1,1,0,2,7,0,"23,00"
2014,7,34,"1,2",1,8,0,0,0,0,0,3,8,1,"17,00"
2014,8,71,"1,2",1,"8,75",0,0,0,0,0,0,6,0,"20,00"
2014,8,71,"1,2",2,"12,95",0,0,0,0,0,3,8,1,"22,00"
2014,8,71,"1,2",3,13,0,0,0,0,0,4,8,1,"22,00"
2014,8,76,"1,2",1,"13,25",0,0,0,0,0,4,8,1,"21,00"
2014,8,76,"1,2",2,"14,25",0,0,0,0,0,4,8,1,"21,00"
2015,5,-13,"1,2",1,8,0,0,0,0,0,6,8,1,"8,00"
2015,5,-13,"1,2",2,13,0,0,0,0,0,6,8,1,"13,00"
2015,5,-8,"1,2",1,"8,67",0,0,0,0,0,3,8,1,"14,00"
2015,5,-7,"1,2",1,"8,5",0,0,0,0,0,5,2,0,"14,00"
2015,5,-6,"1,2",1,"8,5",0,0,0,0,0,4,8,1,"12,00"
2015,5,-5,"1,2",1,"8,25",0,0,0,0,0,3,6,0,"9,00"
2015,5,-4,"1,2",1,"8,33",0,0,0,0,0,3,6,0,"10,00"
2015,6,12,"1,2",1,8,2,0,2,2,0,4,0,0,"17,00"
2015,6,12,"1,2",2,12,1,0,1,1,0,3,0,0,"22,00"
2015,6,13,"1,2",1,8,1,0,1,1,0,2,0,0,"11,00"
2015,6,13,"1,2",2,14,3,0,3,3,0,1,8,1,"21,00"
2015,6,14,"1,2",1,8,0,0,0,0,0,6,7,0,"14,00"
2015,6,14,"1,2",2,14,0,0,0,0,0,6,7,0,"14,00"
2015,6,15,"1,2",1,8,0,0,0,0,0,5,1,0,"14,00"
2015,6,15,"1,2",2,12,2,0,2,2,0,4,7,0,"15,00"
2015,6,16,"1,2",1,8,1,0,1,1,0,4,7,0,"13,00"
2015,6,16,"1,2",2,14,0,0,0,0,0,3,7,0,"14,00"
2015,6,17,"1,2",1,8,0,0,0,0,0,2,8,1,"11,00"
2015,6,18,"1,2",1,8,0,0,0,0,0,4,8,1,"13,00"
2015,6,18,"1,2",2,14,0,0,0,0,0,5,8,1,"14,00"
2015,6,19,"1,2",1,8,0,0,0,0,0,2,8,1,"15,00"
2015,6,20,"1,2",1,8,1,0,1,1,0,1,8,1,"13,00"
2015,6,21,"1,2",1,"8,25",0,0,0,0,0,2,5,0,"15,00"
2015,6,21,"1,2",2,16,2,0,2,2,0,2,7,0,"11,00"
2015,6,23,"1,2",1,8,1,0,1,1,0,1,8,1,"10,00"
2015,6,23,"1,2",2,14,2,0,2,2,0,2,8,1,"15,00"
2015,6,24,"1,2",1,8,1,0,1,1,0,5,8,1,"12,00"
2015,6,24,"1,2",2,14,1,0,1,1,0,5,8,1,"15,00"
2015,6,25,"1,2",3,13,1,0,1,1,0,5,6,0,"15,00"
2015,6,25,"1,2",1,8,0,0,0,0,0,5,8,1,"14,00"
2015,6,25,"1,2",2,10,0,0,0,0,0,5,8,1,"14,00"
2015,6,26,"1,2",1,8,2,0,2,2,0,2,1,0,"14,00"
2015,6,26,"1,2",2,14,4,0,4,4,0,1,2,0,"18,00"
2015,6,27,"1,2",1,14,2,0,2,2,0,1,8,1,"17,00"
2015,6,28,"1,2",1,8,1,0,1,1,0,1,8,1,"14,00"
2015,6,28,"1,2",2,14,1,0,1,1,0,2,8,1,"15,00"
2015,6,29,"1,2",1,12,4,0,4,4,0,2,7,0,"18,00"
2015,6,30,"1,2",2,12,4,0,4,4,0,4,1,0,"20,00"
2015,6,30,"1,2",1,8,1,0,1,1,0,3,3,0,"15,00"
2015,7,31,"1,2",1,8,2,0,2,2,0,2,0,0,"17,00"
2015,7,31,"1,2",2,12,3,0,3,3,0,2,0,0,"18,00"
2015,7,32,"1,2",1,8,2,0,2,2,0,4,0,0,"15,00"
2015,7,32,"1,2",2,14,2,0,2,2,0,4,0,0,"22,00"
2015,7,33,"1,2",1,8,2,0,2,2,0,3,0,0,"21,00"
2015,7,33,"1,2",2,14,6,0,6,6,0,1,8,1,"22,00"
2015,7,34,"1,2",1,8,3,0,3,3,0,0,8,1,"15,00"
2015,7,34,"1,2",2,14,6,0,6,6,0,1,8,1,"13,00"
2015,8,68,"1,2",2,"11,5",1,0,1,1,0,3,0,0,"24,00"
2015,8,68,"1,2",3,"12,5",0,0,0,0,0,3,2,0,"24,00"
2015,8,68,"1,2",1,"8,25",1,0,1,1,0,2,7,0,"20,00"
2015,8,69,"1,2",1,10,0,0,0,0,0,4,7,0,"17,00"
2015,8,71,"1,2",1,"8,5",1,0,1,1,0,2,0,0,"17,00"
2015,8,71,"1,2",2,"13,25",0,0,0,0,0,2,2,0,"26,00"
2015,8,81,"1,2",1,"6,5",0,0,0,0,0,4,0,0,"14,00"
2015,8,81,"1,2",2,13,4,0,4,4,0,3,0,0,"23,00"
2016,5,-13,"1,2",3,13,1,0,1,1,0,1,8,0,"15,00"
2016,5,-12,"1,2",1,8,0,0,0,0,0,1,8,0,"11,00"
2016,5,-12,"1,2",2,15,0,0,0,0,0,1,8,0,"15,00"
2016,5,-12,"1,2",1,8,0,0,0,0,0,1,8,0,"11,00"
2016,5,-12,"1,2",2,"10,25",2,0,2,2,0,1,8,0,"13,00"
2016,5,-12,"1,2",3,"10,45",1,0,1,1,0,1,8,0,"14,00"
2016,5,-12,"1,2",4,"11,5",1,0,1,1,0,1,8,0,"15,00"
2016,5,-11,"1,2",1,"7,5",0,0,0,0,0,3,8,0,"13,00"
2016,5,-10,"1,2",1,8,0,0,0,0,0,2,8,1,"10,00"
2016,5,-9,"1,2",1,8,0,0,0,0,0,2,8,1,"14,00"
2016,5,-9,"1,2",2,12,0,0,0,0,0,3,8,0,"17,00"
2016,5,-5,"1,2",1,"10,75",0,0,0,0,0,1,2,0,"15,00"
2016,5,-5,"1,2",2,11,0,0,0,0,0,1,2,0,"15,00"
2016,5,-4,"1,2",1,8,0,0,0,0,0,1,8,0,"13,00"
2016,5,-4,"1,2",2,12,0,0,0,0,0,2,8,0,"15,00"
2016,5,-3,"1,2",1,"8,5",0,0,0,0,0,3,8,0,"13,00"
2016,5,-2,"1,2",1,"7,5",0,0,0,0,0,2,8,0,"13,00"
2016,5,-2,"1,2",2,"10,25",1,0,1,1,0,2,8,0,"16,00"
2016,5,11,"1,2",1,"7,5",0,0,0,0,0,3,1,0,"14,00"
2016,5,11,"1,2",2,9,0,0,0,0,0,3,1,0,"14,00"
2016,6,11,"1,2",3,"7,5",0,0,0,0,0,3,8,0,"11,00"
2016,6,12,"1,2",1,"8,5",1,0,1,1,0,3,0,0,"15,00"
2016,6,12,"1,2",2,"11,5",1,0,1,1,0,3,8,0,"17,00"
2016,6,14,"1,2",1,8,1,0,1,1,0,2,8,0,"14,00"
2016,6,14,"1,2",2,"12,5",1,0,1,1,0,3,8,0,"18,00"
2016,6,14,"1,2",1,8,1,0,1,1,0,3,8,0,"18,00"
2016,6,15,"1,2",1,8,1,0,1,1,0,0,8,0,"14,00"
2016,6,15,"1,2",2,12,1,0,1,1,0,2,8,0,"16,00"
2016,6,16,"1,2",1,12,1,0,1,1,0,1,8,0,"17,00"
2016,6,17,"1,2",1,8,0,0,0,0,0,0,8,0,"14,00"
2016,6,17,"1,2",2,13,1,0,1,1,0,3,8,0,"19,00"
2016,6,18,"1,2",1,8,2,0,2,2,0,5,8,0,"15,00"
2016,6,18,"1,2",2,12,1,0,1,1,0,5,7,0,"17,00"
2016,6,19,"1,2",1,8,2,0,2,2,0,5,8,0,"14,00"
2016,6,19,"1,2",2,12,2,0,2,2,0,5,8,0,"15,00"
2016,6,20,"1,2",1,8,0,0,0,0,0,3,8,0,"14,00"
2016,6,20,"1,2",2,13,0,0,0,0,0,3,8,0,"18,00"
2016,6,21,"1,2",1,8,0,0,0,0,0,1,4,0,"15,00"
2016,6,21,"1,2",2,14,1,0,1,1,0,3,4,0,"22,00"
2016,6,22,"1,2",1,8,0,0,0,0,0,1,8,0,"13,00"
2016,6,23,"1,2",1,8,0,0,0,0,0,1,8,0,"15,00"
2016,6,24,"1,2",1,8,1,0,1,1,0,0,8,0,"15,00"
2016,6,24,"1,2",2,13,1,0,1,1,0,2,8,0,"15,00"
2016,6,25,"1,2",1,8,0,0,0,0,0,2,8,0,"15,00"
2016,6,25,"1,2",2,14,0,0,0,0,0,1,8,1,"15,00"
2016,6,26,"1,2",1,8,0,0,0,0,0,2,8,0,"13,00"
2016,6,27,"1,2",1,8,0,0,0,0,0,3,8,0,"14,00"
2016,6,27,"1,2",2,11,0,0,0,0,0,3,8,0,"14,00"
2016,6,28,"1,2",1,8,1,0,1,1,0,2,0,1,"14,00"
2016,6,29,"1,2",1,8,2,0,2,2,0,3,8,0,"15,00"
2016,6,29,"1,2",2,11,0,0,0,0,0,3,8,0,"16,00"
2016,6,30,"1,2",1,8,0,0,0,0,0,3,8,0,"15,00"
2016,6,30,"1,2",2,15,1,0,1,1,0,3,4,0,"19,00"
2016,7,32,"1,2",1,8,2,0,2,2,0,4,8,0,"15,00"
2016,7,33,"1,2",1,8,2,0,2,2,0,4,8,0,"15,00"
2016,7,33,"1,2",2,"10,5",1,0,1,1,0,4,7,0,"16,00"
2016,7,33,"1,2",3,12,2,0,2,2,0,3,8,0,"17,00"
2016,7,34,"1,2",1,8,0,0,0,0,0,3,7,0,"14,00"
2016,7,34,"1,2",2,"12,5",4,0,4,4,0,3,5,0,"18,00"
2016,7,35,"1,2",1,8,0,0,0,0,0,2,8,0,"14,00"
2016,7,36,"1,2",1,8,0,0,0,0,0,2,2,0,"15,00"
2016,7,36,"1,2",2,13,2,0,2,2,0,3,0,0,"18,00"
2016,8,73,"1,2",1,"7,5",0,0,0,0,0,2,8,0,"15,00"
2016,8,73,"1,2",2,9,1,0,1,1,0,1,8,1,"15,00"
2016,8,81,"1,2",1,10,1,0,1,1,0,3,7,0,"19,00"
2016,8,81,"1,2",2,"12,5",0,0,0,0,0,5,7,0,"20,00"
2016,8,88,"1,2",1,"10,25",0,0,0,0,0,5,6,0,"18,00"
2016,8,88,"1,2",2,"10,75",1,0,1,1,0,5,5,0,"18,00"
2017,5,26,"1,2",1,8,,,,0,,2,0,0,"18,00"
2017,5,26,"1,2",2,12,,,,1,,0,0,0,"22,00"
2017,5,26,"1,2",3,13,,,,0,,0,0,0,"23,00"
2017,5,27,"1,2",1,8,,,,0,,0,0,0,"14,00"
2017,5,27,"1,2",2,12,,,,1,,2,0,0,"24,00"
2017,5,27,"1,2",3,14,,,,0,,3,0,0,"25,00"
2017,5,28,"1,2",1,8,,,,0,,3,8,0,"19,00"
2017,5,28,"1,2",2,"13,5",,,,0,,4,7,0,"23,00"
2017,5,29,"1,2",1,8,,,,0,,3,8,0,"16,00"
2017,5,29,"1,2",2,"10,5",,,,0,,3,8,0,"13,00"
2017,5,30,"1,2",1,11,,,,0,,2,8,0,"12,00"
2017,6,42,"1,2",1,8,,,,0,,4,8,0,"14,00"
2017,6,43,"1,2",1,"8,5",,,,0,,4,8,0,"14,00"
2017,6,44,"1,2",1,"7,75",,,,0,,5,0,0,"15,00"
2017,6,44,"1,2",2,"12,5",,,,0,,5,2,0,"17,00"
2017,6,45,"1,2",1,8,,,,0,,4,8,0,"14,00"
2017,6,46,"1,2",1,"7,5",,,,0,,2,8,0,"15,00"
2017,6,46,"1,2",2,11,,,,2,,2,8,0,"20,00"
2017,6,46,"1,2",3,"13,25",,,,3,,2,8,0,"21,00"
2017,6,47,"1,2",1,"7,5",,,,0,,5,8,0,"14,00"
2017,6,47,"1,2",2,12,,,,0,,5,8,0,"17,00"
2017,6,48,"1,2",1,"7,5",,,,0,,5,0,0,"16,00"
2017,6,48,"1,2",2,"12,5",,,,0,,3,0,0,"19,00"
2017,6,49,"1,2",1,8,,,,1,,2,8,0,"17,00"
2017,6,49,"1,2",2,"11,5",,,,2,,3,0,0,"23,00"
2017,6,51,"1,2",1,"11,25",,,,2,,2,5,0,"22,00"
2017,6,51,"1,2",2,"11,25",,,,0,,2,5,0,"22,00"
2017,6,52,"1,2",1,"7,75",,,,0,,2,2,0,"15,00"
2017,6,52,"1,2",2,13,,,,2,,2,2,0,"15,00"
2017,6,53,"1,2",1,8,,,,0,,2,8,0,"17,00"
2017,6,54,"1,2",2,12,,,,0,,2,8,0,"20,00"
2017,6,55,"1,2",1,15,,,,0,,5,8,0,"19,00"
2017,6,59,"1,2",1,"7,5",,,,3,,2,8,0,"14,00"
2017,6,59,"1,2",2,"9,25",,,,0,,3,8,0,"17,00"
2017,6,59,"1,2",3,11,,,,2,,4,5,0,"18,00"
2017,6,61,"1,2",1,"7,75",,,,0,,4,8,0,"15,00"
2017,6,61,"1,2",2,8,,,,0,,4,8,0,"15,00"
2017,7,62,"1,2",1,9,,,,0,,2,6,0,"20,00"
2017,7,62,"1,2",2,"9,75",,,,0,,2,7,0,"19,00"
2017,7,63,"1,2",1,8,,,,0,,3,8,0,"13,00"
2017,7,63,"1,2",2,"8,5",,,,0,,3,8,0,"13,00"
2017,7,64,"1,2",1,"7,75",,,,0,,6,8,0,"14,00"
2017,7,64,"1,2",2,11,,,,0,,4,4,0,"17,00"
2017,7,64,"1,2",3,"11,5",,,,1,,4,4,0,"17,00"
2017,7,65,"1,2",1,"11,75",,,,1,,4,8,0,"17,00"
2017,7,65,"1,2",2,"10,5",,,,0,,4,4,0,"19,00"
2017,7,65,"1,2",3,11,,,,1,,4,3,0,"19,00"
2017,7,66,"1,2",1,12,,,,0,,3,0,0,"20,00"
2017,7,67,"1,2",2,12,,,,0,,3,0,0,"20,00"
2017,7,68,"1,2",1,8,,,,0,,2,8,0,"14,00"
