name;id;nametype;recclass;mass;fall;year;reclat;reclong;geometry/type;geometry/coordinates/0;geometry/coordinates/1;:@computed_region_cbhk_fwbd;:@computed_region_nnqa_25f4
Roda;22641;Valid;Diogenite;400;Fell;1871-01-01T00:00:00.000;42.300000;0.550000;Point;0.55;42.3;;
Santa Barbara;23161;Valid;L4;400;Fell;1873-01-01T00:00:00.000;-29.200000;-51.866670;Point;-51.86667;-29.2;;
La Charca;12394;Valid;OC;399;Fell;1878-01-01T00:00:00.000;20.666670;-101.283330;Point;-101.28333;20.66667;;
Feid Chair;10080;Valid;H4;380;Fell;1875-01-01T00:00:00.000;36.883330;8.450000;Point;8.45;36.88333;;
Garhi Yasin;10860;Valid;Iron, IIE;380;Fell;1917-01-01T00:00:00.000;27.883330;68.533330;Point;68.53333;27.88333;;
Bells;5005;Valid;C2-ung;375;Fell;1961-01-01T00:00:00.000;33.600000;-96.466670;Point;-96.46667;33.6;23;1978
Lalitpur;12451;Valid;L6;372;Fell;1887-01-01T00:00:00.000;24.450000;78.566670;Point;78.56667;24.45;;
Chiang Khan;5345;Valid;H6;367;Fell;1981-01-01T00:00:00.000;17.900000;101.633330;Point;101.63333;17.9;;
Numakai;17960;Valid;H4;363;Fell;1925-01-01T00:00:00.000;43.333330;141.866670;Point;141.86667;43.33333;;
St. Caprais-de-Quinsac;23081;Valid;L6;360;Fell;1883-01-01T00:00:00.000;44.750000;0.050000;Point;0.05;44.75;;
Bununu;5165;Valid;Howardite;357;Fell;1942-01-01T00:00:00.000;10.016670;9.583330;Point;9.58333;10.01667;;
Renqiu;22589;Valid;L6;355;Fell;1916-01-01T00:00:00.000;38.666670;116.133330;Point;116.13333;38.66667;;
Kakangari;12230;Valid;K3;350;Fell;1890-01-01T00:00:00.000;12.383330;78.516670;Point;78.51667;12.38333;;
Mhow;16629;Valid;L6;350;Fell;1827-01-01T00:00:00.000;25.900000;83.616670;Point;83.61667;25.9;;
Pokhra;18858;Valid;H5;350;Fell;1866-01-01T00:00:00.000;26.716670;82.666670;Point;82.66667;26.71667;;
Sete Lagoas;23504;Valid;H4;350;Fell;1908-01-01T00:00:00.000;-19.466670;-44.216670;Point;-44.21667;-19.46667;;
Nassirah;16922;Valid;H4;347;Fell;1936-01-01T00:00:00.000;-21.733330;165.900000;Point;165.9;-21.73333;;
Baldwyn;4926;Valid;L6;345;Fell;1922-01-01T00:00:00.000;34.500000;-88.666670;Point;-88.66667;34.5;32;495
Carancas;45817;Valid;H4-5;342;Fell;2007-01-01T00:00:00.000;-16.664440;-69.043890;Point;-69.04389;-16.66444;;
Thal;23908;Valid;H6;342;Fell;1950-01-01T00:00:00.000;33.400000;70.600000;Point;70.6;33.4;;
De Cewsville;6621;Valid;H6;340;Fell;1887-01-01T00:00:00.000;43.000000;-80.000000;Point;-80;43;;
Lumpkin;14753;Valid;L6;340;Fell;1869-01-01T00:00:00.000;32.033330;-84.766670;Point;-84.76667;32.03333;31;1567
Mariaville;15419;Valid;Iron;340;Fell;1898-01-01T00:00:00.000;42.716670;-99.383330;Point;-99.38333;42.71667;19;471
Rochester;22637;Valid;H6;340;Fell;1876-01-01T00:00:00.000;41.083330;-86.283330;Point;-86.28333;41.08333;35;150
Kijima (1906);12305;Valid;Stone-uncl;331;Fell;1906-01-01T00:00:00.000;36.850000;138.383330;Point;138.38333;36.85;;
Bunburra Rockhole;48653;Valid;Eucrite;324;Fell;2007-01-01T00:00:00.000;-31.350000;129.190000;Point;129.19;-31.35;;
Aomori;2313;Valid;L6;320;Fell;1984-01-01T00:00:00.000;40.810560;140.785560;Point;140.78556;40.81056;;
Haripura;11829;Valid;CM2;315;Fell;1921-01-01T00:00:00.000;28.383330;75.783330;Point;75.78333;28.38333;;
Chicora;5349;Valid;LL6;303;Fell;1938-01-01T00:00:00.000;40.933330;-79.733330;Point;-79.73333;40.93333;48;2459
Dyalpur;7757;Valid;Ureilite;300;Fell;1872-01-01T00:00:00.000;26.250000;82.000000;Point;82;26.25;;
Rancho de la Presa;22390;Valid;H5;300;Fell;1899-01-01T00:00:00.000;19.866670;-100.816670;Point;-100.81667;19.86667;;
Renca;22587;Valid;L5;300;Fell;1925-01-01T00:00:00.000;-32.750000;-65.283330;Point;-65.28333;-32.75;;
Kandahar (Afghanistan);12243;Valid;L6;299;Fell;1959-01-01T00:00:00.000;31.600000;65.783330;Point;65.78333;31.6;;
Guibga;11442;Valid;L5;288;Fell;1972-01-01T00:00:00.000;13.500000;-0.683330;Point;-0.68333;13.5;;
San Pedro de Quiles;23130;Valid;L6;282;Fell;1956-01-01T00:00:00.000;-31.016670;-71.400000;Point;-71.4;-31.01667;;
Épinal;10041;Valid;H5;277;Fell;1822-01-01T00:00:00.000;48.183330;6.466670;Point;6.46667;48.18333;;
Berduc;48975;Valid;L6;270;Fell;2008-01-01T00:00:00.000;-31.910000;-58.328330;Point;-58.32833;-31.91;;
Athens;4885;Valid;LL6;265;Fell;1933-01-01T00:00:00.000;34.750000;-87.000000;Point;-87;34.75;29;3134
Alby sur Chéran;458;Valid;Eucrite-mmict;252;Fell;2002-01-01T00:00:00.000;45.821330;6.015330;Point;6.01533;45.82133;;
Noyan-Bogdo;17936;Valid;L6;250;Fell;1933-01-01T00:00:00.000;42.916670;102.466670;Point;102.46667;42.91667;;
Oterøy;18042;Valid;L6;246;Fell;1928-01-01T00:00:00.000;58.883330;9.400000;Point;9.4;58.88333;;
Forsbach;10163;Valid;H6;240;Fell;1900-01-01T00:00:00.000;50.950000;7.316670;Point;7.31667;50.95;;
Sediköy;23473;Valid;L6;240;Fell;1917-01-01T00:00:00.000;38.300000;27.133330;Point;27.13333;38.3;;
Komagome;12343;Valid;Iron;238;Fell;1926-01-01T00:00:00.000;35.733330;139.750000;Point;139.75;35.73333;;
San Michele;31315;Valid;L6;237;Fell;2002-01-01T00:00:00.000;43.666670;13.000000;Point;13;43.66667;;
Denver;6660;Valid;L6;230;Fell;1967-01-01T00:00:00.000;39.782500;-104.930560;Point;-104.93056;39.7825;9;1444
Donga Kohrod;7707;Valid;H6;230;Fell;1899-01-01T00:00:00.000;21.866670;82.450000;Point;82.45;21.86667;;
Kaee;12222;Valid;H5;230;Fell;1838-01-01T00:00:00.000;27.250000;79.966670;Point;79.96667;27.25;;
Tirupati;24009;Valid;H6;230;Fell;1934-01-01T00:00:00.000;13.633330;79.416670;Point;79.41667;13.63333;;
Jiange;12086;Valid;H5;222;Fell;1964-01-01T00:00:00.000;31.916670;104.916670;Point;104.91667;31.91667;;
Ferguson;10088;Valid;OC;220;Fell;1889-01-01T00:00:00.000;36.100000;-81.416670;Point;-81.41667;36.1;37;2331
Mauritius;15447;Valid;L6;220;Fell;1801-01-01T00:00:00.000;-20.000000;57.000000;Point;57;-20;;
Brient;5140;Valid;Eucrite-pmict;219;Fell;1933-01-01T00:00:00.000;52.133330;59.316670;Point;59.31667;52.13333;;
Grimsby;50911;Valid;H5;215;Fell;2009-01-01T00:00:00.000;43.200000;-79.616670;Point;-79.61667;43.2;;
Cacak;5187;Valid;OC;212;Fell;1919-01-01T00:00:00.000;43.838890;20.333330;Point;20.33333;43.83889;;
Oviedo;18058;Valid;H5;205;Fell;1856-01-01T00:00:00.000;43.400000;-5.866670;Point;-5.86667;43.4;;
Kikino;12306;Valid;H6;195;Fell;1809-01-01T00:00:00.000;55.000000;34.000000;Point;34;55;;
Okabe;17998;Valid;H5;194;Fell;1958-01-01T00:00:00.000;36.183330;139.216670;Point;139.21667;36.18333;;
Boumdeid (2003);57168;Valid;L6;190;Fell;2003-01-01T00:00:00.000;17.710670;-11.371500;Point;-11.3715;17.71067;;
Pétèlkolé;18800;Valid;H5;189;Fell;1995-01-01T00:00:00.000;14.052000;0.420000;Point;0.42;14.052;;
Dyarrl Island;7758;Valid;Mesosiderite-A1;188;Fell;1933-01-01T00:00:00.000;-3.000000;151.000000;Point;151;-3;;
Hotse;11913;Valid;L6;180;Fell;1956-01-01T00:00:00.000;35.666670;115.500000;Point;115.5;35.66667;;
Karewar;12260;Valid;L6;180;Fell;1949-01-01T00:00:00.000;12.900000;7.150000;Point;7.15;12.9;;
Orlando;34489;Valid;Eucrite;180;Fell;2004-01-01T00:00:00.000;28.547500;-81.362220;Point;-81.36222;28.5475;30;1078
Sevilla;23508;Valid;LL4;180;Fell;1862-01-01T00:00:00.000;37.416670;-6.000000;Point;-6;37.41667;;
Noventa Vicentina;17930;Valid;H4;177;Fell;1971-01-01T00:00:00.000;45.291670;11.527220;Point;11.52722;45.29167;;
Cross Roads;5476;Valid;H5;167;Fell;1892-01-01T00:00:00.000;35.633330;-78.133330;Point;-78.13333;35.63333;37;2332
Peramiho;18792;Valid;Eucrite-mmict;165;Fell;1899-01-01T00:00:00.000;-10.666670;35.500000;Point;35.5;-10.66667;;
Al Rais;446;Valid;CR2-an;160;Fell;1957-01-01T00:00:00.000;24.416670;39.516670;Point;39.51667;24.41667;;
Pontlyfni;18865;Valid;Winonaite;157;Fell;1931-01-01T00:00:00.000;53.036390;-4.319440;Point;-4.31944;53.03639;;
Malaga;15393;Valid;OC;150;Fell;1933-01-01T00:00:00.000;32.216670;-104.000000;Point;-104;32.21667;11;611
Molteno;16717;Valid;Howardite;150;Fell;1953-01-01T00:00:00.000;-31.250000;26.466670;Point;26.46667;-31.25;;
Seldebourak;23483;Valid;H5;150;Fell;1947-01-01T00:00:00.000;22.833330;4.983330;Point;4.98333;22.83333;;
Avilez;4907;Valid;H;146;Fell;1855-01-01T00:00:00.000;25.000000;-103.500000;Point;-103.5;25;;
Killeter;12309;Valid;H6;140;Fell;1844-01-01T00:00:00.000;54.666670;-7.666670;Point;-7.66667;54.66667;;
Kobe;12336;Valid;CK4;136;Fell;1999-01-01T00:00:00.000;34.733330;135.166670;Point;135.16667;34.73333;;
Palmyra;18079;Valid;L3;135;Fell;1926-01-01T00:00:00.000;39.800000;-91.500000;Point;-91.5;39.8;18;2122
Awere;4910;Valid;L4;134;Fell;1968-01-01T00:00:00.000;2.716670;32.833330;Point;32.83333;2.71667;;
Emmaville;10033;Valid;Eucrite-mmict;127;Fell;1900-01-01T00:00:00.000;-29.466670;151.616670;Point;151.61667;-29.46667;;
Les Ormes;12769;Valid;L6;125;Fell;1857-01-01T00:00:00.000;48.350000;3.250000;Point;3.25;48.35;;
Maria Linden;15418;Valid;L4;114;Fell;1925-01-01T00:00:00.000;;;;;;;
Erakot;10042;Valid;CM2;113;Fell;1940-01-01T00:00:00.000;19.033330;81.891670;Point;81.89167;19.03333;;
Hungen;11986;Valid;H6;112;Fell;1877-01-01T00:00:00.000;50.300000;8.916670;Point;8.91667;50.3;;
Nawapali;16927;Valid;CM2;105;Fell;1890-01-01T00:00:00.000;21.250000;83.666670;Point;83.66667;21.25;;
Garland;10861;Valid;Diogenite-pm;102;Fell;1950-01-01T00:00:00.000;41.683330;-112.133330;Point;-112.13333;41.68333;13;2985
Bherai;5039;Valid;L6;100;Fell;1893-01-01T00:00:00.000;20.833330;71.466670;Point;71.46667;20.83333;;
Darmstadt;6603;Valid;H5;100;Fell;1804-01-01T00:00:00.000;49.866670;8.650000;Point;8.65;49.86667;;
Jodiya;47362;Valid;L5;100;Fell;2006-01-01T00:00:00.000;22.680000;70.313330;Point;70.31333;22.68;;
Khetri;12296;Valid;H6;100;Fell;1867-01-01T00:00:00.000;28.016670;75.816670;Point;75.81667;28.01667;;
Punganaru;18902;Valid;Stone-uncl;100;Fell;1811-01-01T00:00:00.000;13.333330;78.950000;Point;78.95;13.33333;;
Rampurhat;22385;Valid;LL;100;Fell;1916-01-01T00:00:00.000;24.166670;87.766670;Point;87.76667;24.16667;;
Pnompehn;18851;Valid;L6;96;Fell;1868-01-01T00:00:00.000;11.583330;104.916670;Point;104.91667;11.58333;;
Castine;5293;Valid;L6;94;Fell;1848-01-01T00:00:00.000;44.383330;-68.750000;Point;-68.75;44.38333;49;414
Konovo;12344;Valid;LL5;90;Fell;1931-01-01T00:00:00.000;42.516670;26.166670;Point;26.16667;42.51667;;
Kadonah;12221;Valid;H6;89;Fell;1822-01-01T00:00:00.000;27.083330;78.333330;Point;78.33333;27.08333;;
Fenghsien-Ku;10086;Valid;H5;82;Fell;1924-01-01T00:00:00.000;34.600000;116.750000;Point;116.75;34.6;;
Chetrinahatti;5344;Valid;Stone-uncl;72;Fell;1880-01-01T00:00:00.000;14.500000;76.500000;Point;76.5;14.5;;
Moradabad;16740;Valid;L6;70;Fell;1808-01-01T00:00:00.000;28.783330;78.833330;Point;78.83333;28.78333;;
Rumuruti;22782;Valid;R3.8-6;67;Fell;1934-01-01T00:00:00.000;0.266670;36.533330;Point;36.53333;0.26667;;
Quincay;22363;Valid;L6;65;Fell;1851-01-01T00:00:00.000;46.600000;0.250000;Point;0.25;46.6;;
Santa Cruz;23164;Valid;CM2;60;Fell;1939-01-01T00:00:00.000;24.166670;-99.333330;Point;-99.33333;24.16667;;
Bocas;5093;Valid;L6;56;Fell;1804-01-01T00:00:00.000;23.000000;-102.000000;Point;-102;23;;
San Juan Capistrano;23128;Valid;H6;56;Fell;1973-01-01T00:00:00.000;33.484720;-117.662500;Point;-117.6625;33.48472;8;1174
Sologne;23663;Valid;H5;54;Fell;1860-01-01T00:00:00.000;47.366670;1.733330;Point;1.73333;47.36667;;
Manegaon;15403;Valid;Diogenite;50;Fell;1843-01-01T00:00:00.000;20.966670;76.100000;Point;76.1;20.96667;;
Stratford;23728;Valid;L6;50;Fell;1974-01-01T00:00:00.000;41.200000;-73.133330;Point;-73.13333;41.2;24;1040
Salzwedel;23114;Valid;LL5;43;Fell;1985-01-01T00:00:00.000;52.750000;11.050000;Point;11.05;52.75;;
Mineo;16696;Valid;Pallasite;42;Fell;1826-01-01T00:00:00.000;37.283330;14.700000;Point;14.7;37.28333;;
Asco;2345;Valid;H6;41;Fell;1805-01-01T00:00:00.000;42.450000;9.033330;Point;9.03333;42.45;;
Ploschkovitz;18849;Valid;L5;39;Fell;1723-01-01T00:00:00.000;50.533330;14.116670;Point;14.11667;50.53333;;
Piquetberg;18832;Valid;H;37;Fell;1881-01-01T00:00:00.000;-32.866670;18.716670;Point;18.71667;-32.86667;;
Medanitos;15467;Valid;Eucrite-cm;31;Fell;1953-01-01T00:00:00.000;-27.250000;-67.500000;Point;-67.5;-27.25;;
Dunbogan;7743;Valid;L6;30;Fell;1999-01-01T00:00:00.000;-31.666670;152.833330;Point;152.83333;-31.66667;;
Jodzie;12173;Valid;Howardite;30;Fell;1877-01-01T00:00:00.000;55.700000;24.400000;Point;24.4;55.7;;
Deal;6634;Valid;L6;28;Fell;1829-01-01T00:00:00.000;40.250000;-74.000000;Point;-74;40.25;;2491
Galim (b);10849;Valid;EH3/4-an;28;Fell;1952-01-01T00:00:00.000;7.050000;12.433330;Point;12.43333;7.05;;
Gurram Konda;11464;Valid;L6;28;Fell;1814-01-01T00:00:00.000;13.783330;78.566670;Point;78.56667;13.78333;;
Los Martinez;14708;Valid;L6;25;Fell;1894-01-01T00:00:00.000;38.000000;-0.833330;Point;-0.83333;38;;
Kutais;12383;Valid;H5;23;Fell;1977-01-01T00:00:00.000;44.516670;39.300000;Point;39.3;44.51667;;
Jamkheir;12072;Valid;H6;22;Fell;1866-01-01T00:00:00.000;18.750000;75.333330;Point;75.33333;18.75;;
Meerut;15469;Valid;H5;22;Fell;1861-01-01T00:00:00.000;29.016670;77.800000;Point;77.8;29.01667;;
Aachen;1;Valid;L5;21;Fell;1880-01-01T00:00:00.000;50.775000;6.083330;Point;6.08333;50.775;;
Nagaria;16892;Valid;Eucrite-cm;20;Fell;1875-01-01T00:00:00.000;26.983330;78.216670;Point;78.21667;26.98333;;
Bhagur;5037;Valid;L6;18;Fell;1877-01-01T00:00:00.000;20.883330;74.833330;Point;74.83333;20.88333;;
Barntrup;4948;Valid;LL4;17;Fell;1886-01-01T00:00:00.000;52.000000;9.100000;Point;9.1;52;;
Banswal;4937;Valid;L5;14;Fell;1913-01-01T00:00:00.000;30.400000;78.200000;Point;78.2;30.4;;
Patti;18118;Valid;Iron;12;Fell;1922-01-01T00:00:00.000;38.133330;14.966670;Point;14.96667;38.13333;;
Caratash;5265;Valid;LL6;8;Fell;1902-01-01T00:00:00.000;38.500000;27.000000;Point;27;38.5;;
Kusiali;12382;Valid;L6;5;Fell;1860-01-01T00:00:00.000;29.683330;78.383330;Point;78.38333;29.68333;;
Perth;18797;Valid;LL5;2;Fell;1830-01-01T00:00:00.000;56.400000;-3.433330;Point;-3.43333;56.4;;
Revelstoke;22592;Valid;CI1;1;Fell;1965-01-01T00:00:00.000;51.333330;-118.950000;Point;-118.95;51.33333;;
Barcelona (stone);4944;Valid;OC;0;Fell;1704-01-01T00:00:00.000;41.366670;2.166670;Point;2.16667;41.36667;;
Aire-sur-la-Lys;425;Valid;Unknown;0;Fell;1769-01-01T00:00:00.000;50.666670;2.333330;Point;2.33333;50.66667;;
Angers;2301;Valid;L6;0;Fell;1822-01-01T00:00:00.000;47.466670;-0.550000;Point;-0.55;47.46667;;
Belville;5009;Valid;OC;0;Fell;1937-01-01T00:00:00.000;-32.333330;-64.866670;Point;-64.86667;-32.33333;;
Castel Berardenga;5292;Valid;Stone-uncl;0;Fell;1791-01-01T00:00:00.000;43.350000;11.500000;Point;11.5;43.35;;
Chitado;5356;Valid;L6;0;Fell;1966-01-01T00:00:00.000;-17.350000;13.966670;Point;13.96667;-17.35;;
Dunhua;7749;Valid;Stone-uncl;0;Fell;1976-01-01T00:00:00.000;43.333330;128.250000;Point;128.25;43.33333;;
Fort Flatters;10166;Valid;Stone-uncl;0;Fell;1944-01-01T00:00:00.000;28.250000;7.000000;Point;7;28.25;;
Fünen;10838;Valid;Stone-uncl;0;Fell;1654-01-01T00:00:00.000;55.333330;10.333330;Point;10.33333;55.33333;;
Gao-Guenie;10854;Valid;H5;0;Fell;1960-01-01T00:00:00.000;11.650000;-2.183330;Point;-2.18333;11.65;;
Gasseltepaoua;10866;Valid;H5;0;Fell;2000-01-01T00:00:00.000;14.150830;-2.041670;Point;-2.04167;14.15083;;
Guangnan;11436;Valid;L6;0;Fell;1983-01-01T00:00:00.000;24.100000;105.000000;Point;105;24.1;;
Ibrisim;11994;Valid;OC;0;Fell;1949-01-01T00:00:00.000;38.000000;35.000000;Point;35;38;;
Lusaka;14759;Valid;Unknown;0;Fell;1951-01-01T00:00:00.000;-7.216670;29.433330;Point;29.43333;-7.21667;;
Malotas;15397;Valid;H5;0;Fell;1931-01-01T00:00:00.000;-28.933330;-63.233330;Point;-63.23333;-28.93333;;
Monze;16733;Valid;L6;0;Fell;1950-01-01T00:00:00.000;-15.966670;27.350000;Point;27.35;-15.96667;;
Myhee Caunta;16887;Valid;OC;0;Fell;1842-01-01T00:00:00.000;23.050000;72.633330;Point;72.63333;23.05;;
Narni;16914;Valid;Stone-uncl;0;Fell;0921-01-01T00:00:00.000;42.516670;12.516670;Point;12.51667;42.51667;;
Nicorps;16970;Valid;Stone-uncl;0;Fell;1750-01-01T00:00:00.000;49.033330;-1.433330;Point;-1.43333;49.03333;;
Novy-Ergi;17934;Valid;Stone-uncl;0;Fell;1662-01-01T00:00:00.000;58.550000;31.333330;Point;31.33333;58.55;;
Oliva-Gandia;18012;Valid;Stone-uncl;0;Fell;1520-01-01T00:00:00.000;39.000000;-0.033330;Point;-0.03333;39;;
Owrucz;18062;Valid;OC;0;Fell;1775-01-01T00:00:00.000;51.333330;28.833330;Point;28.83333;51.33333;;
Palahatchie;18073;Valid;OC;0;Fell;1910-01-01T00:00:00.000;32.316670;-89.716670;Point;-89.71667;32.31667;32;503
Pê;18179;Valid;L6;0;Fell;1989-01-01T00:00:00.000;11.333670;-3.542170;Point;-3.54217;11.33367;;
Pettiswood;18804;Valid;Stone-uncl;0;Fell;1779-01-01T00:00:00.000;53.533330;-7.333330;Point;-7.33333;53.53333;;
Picote;18816;Valid;Stone-uncl;0;Fell;1843-01-01T00:00:00.000;41.366670;-6.233330;Point;-6.23333;41.36667;;
Sagan;22796;Valid;Stone-uncl;0;Fell;1636-01-01T00:00:00.000;51.533330;14.883330;Point;14.88333;51.53333;;
Stolzenau;23726;Valid;Stone-uncl;0;Fell;1647-01-01T00:00:00.000;52.533330;9.050000;Point;9.05;52.53333;;
